字典属性,商品属性,相似性,商品属性所在短句,短句积极性,短句消极性,置信度,情感类别
文化和历史价值,历史,0.647,千年历史古都,0.998954,0.0010463,0.997675,2
环境和景观,人文,0.611,人文风光都很有吸引力,0.999668,0.000331527,0.999263,2
性价比,吸引力,0.613,人文风光都很有吸引力,0.999668,0.000331527,0.999263,2
性价比,感受到,0.6,更是能让人感受到古时的风韵,0.998371,0.00162852,0.996381,2
环境和景观,夜景,0.619,夜景很美,0.999893,0.000106615,0.999763,2
环境和景观,古迹,0.61,夫子庙秦淮河风光带古迹众多,0.991515,0.00848491,0.981145,2
设施和服务,服务态度,0.621,服务态度很好,0.991091,0.00890883,0.980203,2
性价比,服务态度,0.573,服务态度很好,0.991091,0.00890883,0.980203,2
性价比,性价比,1.0,性价比很高,0.99989,0.000110221,0.999755,2
性价比,性价比,1.0,性价比很高,0.99989,0.000110221,0.999755,2
性价比,价格便宜,0.601,价格便宜的,0.98601,0.0139901,0.968911,2
设施和服务,服务态度,0.621,服务态度很好的,0.99129,0.00871004,0.980644,2
性价比,服务态度,0.573,服务态度很好的,0.99129,0.00871005,0.980644,2
性价比,性价比,1.0,性价比,0.998039,0.00196075,0.995643,2
性价比,高度,0.71,高度还原了金陵秦淮美景,0.999563,0.000437384,0.999028,2
环境和景观,地标,0.618,南京的地标和象征,0.997722,0.00227823,0.994937,2
文化和历史价值,历史,0.647,夫子庙景区是古城金陵的历史著名景点,0.991892,0.00810791,0.981982,2
文化和历史价值,历史,0.647,有历史沉淀,0.998382,0.00161801,0.996404,2
文化和历史价值,历史,0.647,很有历史韵味,0.999909,9.07167e-05,0.999799,2
环境和景观,人文,0.611,人文情怀,0.998882,0.00111829,0.997515,2
性价比,玩玩,0.634,可以带小朋友去玩玩的,0.998349,0.00165053,0.996332,2
性价比,性价比,1.0,性价比,0.998039,0.00196075,0.995643,2
文化和历史价值,历史,0.647,代表了南京的历史文化底蕴,0.997382,0.00261815,0.994182,2
环境和景观,文化底蕴,0.619,代表了南京的历史文化底蕴,0.997382,0.00261815,0.994182,2
环境和景观,夜景,0.619,夜景更佳,0.995875,0.00412471,0.990834,2
环境和景观,环境,0.621,环境很好,0.998906,0.00109376,0.997569,2
环境和景观,环境,0.621,这里的环境还不错,0.941641,0.0583588,0.870314,2
性价比,玩,0.633,有时间可以去玩一玩,0.995835,0.00416501,0.990744,2
性价比,赏玩,0.632,赏玩秦准河的夜晚,0.993686,0.0063136,0.98597,2
文化和历史价值,休闲,0.558,购物休闲,0.996086,0.00391425,0.991302,2
文化和历史价值,商业,0.556,商业氛围浓郁,0.995715,0.00428524,0.990477,2
环境和景观,夜景,0.619,"夜景美
",0.999827,0.000172711,0.999616,2
性价比,性价比,1.0,性价比,0.998039,0.00196075,0.995643,2
文化和历史价值,历史,0.647,悠久的历史,0.998156,0.00184423,0.995902,2
性价比,性价比,1.0,性价比,0.998039,0.00196075,0.995643,2
环境和景观,夜景,0.619,夜景更有年代感,0.992527,0.00747266,0.983394,2
环境和景观,地标,0.618,南京的地标,0.990359,0.00964101,0.978576,2
环境和景观,人文景观,0.612,很不错的人文景观,0.998995,0.00100535,0.997766,2
文化和历史价值,历史,0.647,悠久的历史,0.998156,0.00184423,0.995902,2
文化和历史价值,历史,0.647,很有历史文化的景点,0.999362,0.000637649,0.998583,2
环境和景观,夜景,0.619,夫子庙的夜景那是非常不错的,0.994207,0.00579279,0.987127,2
性价比,性价比,1.0,性价比,0.998039,0.00196075,0.995643,2
文化和历史价值,历史,0.647,历史和风情的融合,0.998345,0.00165476,0.996323,2
性价比,成就,0.684,秦淮河成就了南京的成长,0.999962,3.77524e-05,0.999916,2
性价比,成长,0.647,秦淮河成就了南京的成长,0.999962,3.77523e-05,0.999916,2
环境和景观,文化底蕴,0.619,文化底蕴,0.999675,0.000324962,0.999278,2
性价比,性价比,1.0,性价比超高,0.999914,8.5547e-05,0.99981,2
性价比,游玩,0.614,很适合游玩,0.999834,0.000166385,0.99963,2
环境和景观,夜景,0.619,夜景真是太美了,0.999634,0.000365771,0.999187,2
性价比,游玩,0.614,"
值得游玩",0.999276,0.000723712,0.998392,2
性价比,性价比,1.0,性价比,0.998039,0.00196075,0.995643,2
环境和景观,地标,0.618,南京的地标,0.990359,0.00964101,0.978576,2
文化和历史价值,公园,0.555,有江南风格的公园,0.988276,0.0117243,0.973946,2
性价比,免费,0.624,免费的,0.993789,0.00621089,0.986198,2
性价比,原价,0.702,199原价买的还不如官方渠道买,0.0121812,0.987819,0.972931,0
设施和服务,渠道,0.621,199原价买的还不如官方渠道买,0.0121812,0.987819,0.972931,0
性价比,优惠,0.682,但是最让人心里不舒服的是一张10元的优惠券不让我使用,0.0985872,0.901413,0.780917,0
性价比,优惠,0.682,还能用网银优惠,0.934489,0.0655111,0.85442,2
性价比,价格,0.724,这个价格还是很值得的,0.995851,0.00414887,0.99078,2
性价比,玩,0.633,周边吃的玩的很多,0.969706,0.0302942,0.93268,2
文化和历史价值,历史,0.647,可以了解秦淮河的历史,0.999829,0.000171289,0.999619,2
性价比,感受,0.66,带你感受两岸风光繁花似锦,0.998585,0.00141514,0.996855,2
环境和景观,夜景,0.619,当然是夜景更美啦,0.999771,0.0002295,0.99949,2
环境和景观,夜景,0.619,走着有着就是夜景啦,0.993211,0.00678911,0.984913,2
环境和景观,夜景,0.619,当然是夜景更美啦,0.999771,0.0002295,0.99949,2
环境和景观,夜景,0.619,走着有着就是夜景啦,0.993211,0.00678912,0.984913,2
文化和历史价值,历史,0.647,重回历史,0.999229,0.000771076,0.998286,2
文化和历史价值,历史,0.647,能看到科举制度相关历史和文化,0.995964,0.00403591,0.991031,2
文化和历史价值,历史,0.647,秦淮河是我国第一历史文化名河,0.997334,0.00266616,0.994075,2
性价比,游玩,0.614,下次还会再来游玩,0.999911,8.90758e-05,0.999802,2
文化和历史价值,历史,0.647,金陵历史人文荟萃之地,0.994509,0.00549075,0.987798,2
性价比,性价比,1.0,性价比超高,0.999914,8.5547e-05,0.99981,2
性价比,游玩,0.614,适合全年游玩,0.998482,0.00151831,0.996626,2
性价比,玩,0.633,适合全年游玩,0.998482,0.00151831,0.996626,2
性价比,玩,0.633,今年五一假期玩了一天,0.991801,0.00819941,0.981779,2
性价比,成,0.618,两河在南京市江宁区方山埭西北村汇合成秦淮河干流,0.936395,0.0636048,0.858656,2
性价比,游玩,0.614,是很多游客晚上游玩的理想去处,0.997289,0.00271133,0.993975,2
环境和景观,环境,0.621,环境非常干净,0.999475,0.000525416,0.998832,2
设施和服务,服务,0.622,服务真的超级好,0.999107,0.000893106,0.998015,2
性价比,性价比,1.0,性价比超级高,0.999918,8.1543e-05,0.999819,2
性价比,游玩,0.614,会经常带家人去游玩欣赏一下美景,0.999815,0.00018502,0.999589,2
性价比,性价比,1.0,性价比很高,0.99989,0.000110221,0.999755,2
环境和景观,夜景,0.619,夜景很棒,0.999868,0.000132373,0.999706,2
环境和景观,地标,0.618,"
很有特色的南京地标打卡点",0.999192,0.000808219,0.998204,2
环境和景观,环境,0.621,环境好交通便利,0.998195,0.00180505,0.995989,2
设施和服务,热情周到,0.63,工作人员热情周到值得大家去游玩,0.999335,0.000665371,0.998521,2
性价比,游玩,0.614,工作人员热情周到值得大家去游玩,0.999335,0.000665371,0.998521,2
环境和景观,夜景,0.619,游夫子庙最好是夜景,0.993967,0.00603311,0.986593,2
性价比,游玩,0.614,这是陪同游玩的首选,0.999727,0.000273441,0.999392,2
环境和景观,人文,0.611,更可了解秦淮人文历史,0.998787,0.00121278,0.997305,2
文化和历史价值,历史,0.647,更可了解秦淮人文历史,0.998787,0.00121278,0.997305,2
性价比,感受,0.66,感受不一样的热情,0.998022,0.00197774,0.995605,2
设施和服务,服务,0.622,一楼服务人员还挺客气的,0.725739,0.274261,0.390532,2
设施和服务,服务,0.622,二楼的服务人员有点没耐心,0.655313,0.344687,0.234028,2
设施和服务,服务,0.622,一楼服务人员还挺客气的,0.725739,0.274261,0.390532,2
设施和服务,服务,0.622,二楼的服务人员有点没耐心,0.655313,0.344687,0.234028,2
性价比,感受,0.66,感受六朝古都秦淮内河夫子庙段风光的背后,0.997897,0.00210294,0.995327,2
文化和历史价值,历史,0.647,历史画面里的种种印象让我想起了学习的课本,0.9997,0.000300408,0.999332,2
文化和历史价值,历史,0.647,是历史的精华浓缩,0.989563,0.0104374,0.976806,2
文化和历史价值,历史,0.647,传承历史,0.997557,0.00244252,0.994572,2
文化和历史价值,历史,0.647,明白历史名人的不易,0.831936,0.168064,0.626524,2
环境和景观,夜景,0.619,游船的夜景跟漂亮,0.998653,0.00134683,0.997007,2
环境和景观,夜景,0.619,夜景是非常的美丽,0.999834,0.00016583,0.999632,2
性价比,感受,0.66,孩子感受了南京历史悠久古老的文化,0.998583,0.001417,0.996851,2
性价比,玩法,0.692,可能还有更多有趣的玩法,0.63773,0.36227,0.194956,2
性价比,免费,0.624,免费的景点,0.996998,0.00300172,0.99333,2
环境和景观,夜景,0.619,晚上看秦淮河夜景,0.99861,0.00138958,0.996912,2
文化和历史价值,历史,0.647,江南贡院等历史文化地标,0.99011,0.00988994,0.978022,2
环境和景观,地标,0.618,江南贡院等历史文化地标,0.99011,0.00988994,0.978022,2
设施和服务,商品,0.89,各自特色商品和美食店,0.982192,0.0178078,0.960427,2
文化和历史价值,休闲,0.558,"晚上休闲坐游船
买了很多吃的玩的",0.996957,0.0030434,0.993237,2
性价比,玩,0.633,"晚上休闲坐游船
买了很多吃的玩的",0.996957,0.0030434,0.993237,2
性价比,套票,0.634,买的这个套票,0.957669,0.0423309,0.905931,2
性价比,免费,0.624,门票免费,0.984417,0.0155832,0.965371,2
环境和景观,夜景,0.619,里面的夜景真的很好看,0.999767,0.000232712,0.999483,2
环境和景观,地标,0.618,南京的地标性旅游胜地,0.997599,0.00240085,0.994665,2
性价比,性,0.692,南京的地标性旅游胜地,0.997599,0.00240085,0.994665,2
文化和历史价值,历史,0.647,夫子庙秦淮风光带历史文化底蕴之丰厚,0.998524,0.00147565,0.996721,2
环境和景观,文化底蕴,0.619,夫子庙秦淮风光带历史文化底蕴之丰厚,0.998524,0.00147566,0.996721,2
性价比,感受,0.66,感受金陵美景,0.999818,0.000182077,0.999595,2
环境和景观,夜景,0.619,夜景很美,0.999893,0.000106615,0.999763,2
文化和历史价值,历史,0.647,历史也才会鲜活,0.984154,0.0158456,0.964788,2
性价比,玩,0.633,带孩子去玩的,0.996604,0.00339644,0.992452,2
性价比,玩,0.633,坐船游玩,0.990729,0.00927081,0.979398,2
性价比,游玩,0.614,坐船游玩,0.990729,0.00927081,0.979398,2
环境和景观,夜景,0.619,夜景很美,0.999893,0.000106615,0.999763,2
环境和景观,人文,0.611,南京夫子庙秦淮河风光带充满了人文历史风情I值得一去赏夜景的好地方,0.999777,0.000222689,0.999505,2
文化和历史价值,历史,0.647,南京夫子庙秦淮河风光带充满了人文历史风情I值得一去赏夜景的好地方,0.999777,0.000222689,0.999505,2
环境和景观,夜景,0.619,南京夫子庙秦淮河风光带充满了人文历史风情I值得一去赏夜景的好地方,0.999777,0.000222689,0.999505,2
环境和景观,夜景,0.619,夜景好看,0.999946,5.39086e-05,0.99988,2
环境和景观,夜景,0.619,再看到夜景,0.945527,0.0544725,0.87895,2
环境和景观,夜景,0.619,夜景好看,0.999946,5.39086e-05,0.99988,2
环境和景观,夜景,0.619,再看到夜景,0.945527,0.0544725,0.87895,2
文化和历史价值,历史,0.647,古色古香历史文化优久美食丰富美味佳肴好吃,0.99753,0.00246982,0.994512,2
性价比,套票,0.634,选择了这个套票套餐,0.969032,0.0309676,0.931183,2
环境和景观,夜景,0.619,晚上秦淮河的夜景确实不错,0.999415,0.000584582,0.998701,2
文化和历史价值,历史,0.647,加上船上有播放古代历史人物的讲解,0.99495,0.00505023,0.988777,2
文化和历史价值,公园,0.555,东起东水关公园,0.965314,0.0346864,0.922919,2
文化和历史价值,公园,0.555,西至西水关公园,0.894214,0.105786,0.76492,2
文化和历史价值,公园,0.555,东起东水关公园,0.965314,0.0346864,0.922919,2
文化和历史价值,公园,0.555,西至西水关公园,0.894214,0.105786,0.76492,2
文化和历史价值,历史,0.647,游客可以在这里欣赏到南京的历史文化和现代风貌,0.994381,0.00561881,0.987514,2
设施和服务,平台,0.625,这是我最喜欢的一个平台之一,0.999938,6.21166e-05,0.999862,2
性价比,用心,0.639,因为布景非常用心,0.998609,0.00139114,0.996908,2
环境和景观,环境,0.621,环境分给到5分,0.966628,0.0333722,0.925839,2
环境和景观,文物古迹,0.611,串联起众多全国重点文物保护单位和文物古迹,0.99155,0.00844961,0.981223,2
环境和景观,文物古迹,0.611,串联起众多全国重点文物保护单位和文物古迹,0.99155,0.00844961,0.981223,2
性价比,免费,0.624,帮我免费邮递回来,0.995023,0.00497653,0.988941,2
设施和服务,服务,0.622,"
原来酒店服务还可以做的这么多",0.904002,0.0959978,0.786672,2
环境和景观,卫生,0.62,卫生环境不太好,0.025097,0.974903,0.944229,0
环境和景观,环境,0.621,卫生环境不太好,0.025097,0.974903,0.944229,0
文化和历史价值,历史,0.647,南京是个很有历史的城市,0.999126,0.000873493,0.998059,2
环境和景观,夜景,0.619,秦淮河的夜景也非常漂亮,0.99999,9.55471e-06,0.999979,2
性价比,游玩,0.614,特别是带着孩子来游玩绝对是正确的,0.999853,0.000146677,0.999674,2
环境和景观,夜景,0.619,直接夜景了,0.970202,0.0297984,0.933781,2
性价比,速度,0.705,订票速度非常快,0.999772,0.000228269,0.999493,2
环境和景观,环境,0.621,环境有味,0.878857,0.121143,0.730793,2
文化和历史价值,休闲,0.558,购物休闲好去处,0.99986,0.000139646,0.99969,2
文化和历史价值,历史,0.647,"
无数文人墨客流连忘返的历史文化",0.99973,0.000270111,0.9994,2
性价比,玩,0.633,从小就在那里玩吃的喝的非常好,0.999897,0.000102828,0.999772,2
环境和景观,环境,0.621,环境比较好,0.840475,0.159525,0.645499,2
性价比,玩,0.633,经常过去玩,0.999357,0.000642629,0.998572,2
性价比,性价比,1.0,性价比,0.998039,0.00196075,0.995643,2
环境和景观,文化底蕴,0.619,文化底蕴深厚,0.99907,0.00093004,0.997933,2
文化和历史价值,商业,0.556,虽说商业气息十足,0.953424,0.0465756,0.896499,2
文化和历史价值,休闲,0.558,是一大片休闲的好地方,0.999282,0.000717678,0.998405,2
性价比,代表性,0.577,但作为南京最有代表性的景点,0.950612,0.049388,0.890249,2
环境和景观,人文,0.611,人文历史自然景观皆有,0.992637,0.00736325,0.983637,2
文化和历史价值,历史,0.647,人文历史自然景观皆有,0.992637,0.00736325,0.983637,2
环境和景观,自然景观,0.612,人文历史自然景观皆有,0.992637,0.00736325,0.983637,2
性价比,性价比,1.0,性价比,0.998039,0.00196075,0.995643,2
性价比,性价比,1.0,极高的性价比,0.994774,0.0052255,0.988388,2
性价比,性价比,1.0,性价比,0.998039,0.00196075,0.995643,2
性价比,性价比,1.0,极高的性价比,0.994774,0.0052255,0.988388,2
性价比,真比,0.597,真比逛外面的景好,0.991742,0.0082577,0.98165,2
环境和景观,环境,0.621,环境一流,0.999,0.00100046,0.997777,2
性价比,标志性,0.65,是老南京标志性建筑打卡地,0.990771,0.00922924,0.97949,2
环境和景观,山清水秀,0.628,山清水秀,0.999664,0.000336415,0.999252,2
环境和景观,夜景,0.619,尤其是夜晚看夜景很漂亮,0.99991,8.99458e-05,0.9998,2
性价比,性价比,1.0,性价比,0.998039,0.00196075,0.995643,2
环境和景观,夜景,0.619,晚上的夫子庙夜景真的很不错,0.999177,0.000823103,0.998171,2
环境和景观,文化底蕴,0.619,很有文化底蕴,0.999765,0.000235472,0.999477,2
环境和景观,夜景,0.619,夜景比白天更美好,0.996842,0.0031577,0.992983,2
环境和景观,地标,0.618,南京著名地标,0.989938,0.0100617,0.977641,2
环境和景观,人文,0.611,富有非常丰富的人文文化,0.998036,0.00196421,0.995635,2
文化和历史价值,历史,0.647,商女不知亡国恨的历史见证,0.319688,0.680312,0.289582,0
性价比,玩,0.633,南京夫子庙秦淮河风光带景色非常优美可以去玩好地方,0.999723,0.000277217,0.999384,2
性价比,标志性,0.65,这里是南京的标志性建筑,0.997867,0.00213348,0.995259,2
文化和历史价值,历史,0.647,历史上鼎鼎有名的问人骚客云集地,0.984753,0.0152473,0.966117,2
文化和历史价值,商业,0.556,现在商业气息太浓,0.0467769,0.953223,0.896051,0
环境和景观,夜景,0.619,夫子庙夜景好美,0.999869,0.00013116,0.999709,2
性价比,性价比,1.0,性价比,0.998039,0.00196075,0.995643,2
性价比,性价比,1.0,性价比,0.998039,0.00196075,0.995643,2
环境和景观,夜景,0.619,夜景很美,0.999893,0.000106615,0.999763,2
环境和景观,景观,0.615,夫子庙秦淮河风光带是南京最重要的地方景观之一,0.999495,0.000504785,0.998878,2
环境和景观,环境,0.621,环境非常独特,0.999157,0.000842582,0.998127,2
文化和历史价值,历史,0.647,"历史文化
",0.999734,0.00026645,0.999408,2
性价比,性价比,1.0,性价比,0.998039,0.00196075,0.995643,2
性价比,游玩,0.614,可以一起游玩儿,0.999292,0.000708086,0.998427,2
性价比,玩,0.633,南京可以玩的地方很多,0.997064,0.00293588,0.993476,2
文化和历史价值,历史,0.647,有着悠久的历史文化底蕴,0.993743,0.00625657,0.986097,2
环境和景观,文化底蕴,0.619,有着悠久的历史文化底蕴,0.993743,0.00625657,0.986097,2
环境和景观,文化底蕴,0.619,南京秦淮河风景区文化底蕴深厚,0.99921,0.000789997,0.998245,2
性价比,性价比,1.0,性价比超高,0.999914,8.5547e-05,0.99981,2
性价比,玩,0.633,爱热闹的人可以去玩一下,0.984254,0.0157465,0.965008,2
环境和景观,人文,0.611,人文气息浑厚,0.984607,0.0153931,0.965793,2
文化和历史价值,公园,0.555,会开到白鹭洲公园里面,0.973847,0.0261526,0.941883,2
环境和景观,环境,0.621,夫子庙秦淮风光带周边空气环境非常好,0.996339,0.00366087,0.991865,2
环境和景观,夜景,0.619,尤其是夜景,0.991055,0.00894472,0.980123,2
环境和景观,夜景,0.619,夜景的感觉还是不错的,0.99382,0.00617997,0.986267,2
文化和历史价值,历史,0.647,历史上的故事,0.999435,0.000564552,0.998745,2
环境和景观,夜景,0.619,人能少点可以欣赏夜景,0.981929,0.0180713,0.959842,2
环境和景观,人文,0.611,边赏景边听机器播放讲解的人文历史,0.993846,0.00615348,0.986326,2
文化和历史价值,历史,0.647,边赏景边听机器播放讲解的人文历史,0.993846,0.00615348,0.986326,2
性价比,游玩,0.614,夫子庙是南京非常有名的一个游玩购物的地方,0.999347,0.000652726,0.998549,2
环境和景观,夜景,0.619,夜景很美,0.999893,0.000106615,0.999763,2
性价比,玩,0.633,玩的开心,0.999809,0.000191448,0.999575,2
性价比,性价比,1.0,性价比很高,0.99989,0.000110221,0.999755,2
环境和景观,环境优美,0.622,环境优美空气清新交通便利很不错值得一去,0.999536,0.000464137,0.998969,2
性价比,玩,0.633,非常推荐大家去这个地方玩,0.99992,7.95606e-05,0.999823,2
设施和服务,服务,0.622,但是服务人员配置齐全,0.856977,0.143023,0.682172,2
设施和服务,服务,0.622,服务很到位,0.994865,0.00513458,0.98859,2
设施和服务,服务,0.622,但是服务人员配置齐全,0.856977,0.143023,0.682172,2
设施和服务,服务,0.622,服务很到位,0.994865,0.00513458,0.98859,2
设施和服务,服务,0.622,但是服务人员配置齐全,0.856977,0.143023,0.682172,2
设施和服务,服务,0.622,服务很到位,0.994865,0.00513458,0.98859,2
设施和服务,服务,0.622,但是服务人员配置齐全,0.856977,0.143023,0.682172,2
设施和服务,服务,0.622,服务很到位,0.994865,0.00513458,0.98859,2
设施和服务,服务,0.622,但是服务人员配置齐全,0.856977,0.143023,0.682171,2
设施和服务,服务,0.622,服务很到位,0.994865,0.00513458,0.98859,2
设施和服务,服务,0.622,但是服务人员配置齐全,0.856977,0.143023,0.682172,2
设施和服务,服务,0.622,服务很到位,0.994865,0.00513458,0.98859,2
设施和服务,服务,0.622,但是服务人员配置齐全,0.856977,0.143023,0.682171,2
设施和服务,服务,0.622,服务很到位,0.994865,0.00513458,0.98859,2
设施和服务,服务,0.622,但是服务人员配置齐全,0.856977,0.143023,0.682172,2
设施和服务,服务,0.622,服务很到位,0.994865,0.00513458,0.98859,2
文化和历史价值,历史,0.647,南京集历史与景色一体的景区,0.994659,0.00534138,0.98813,2
环境和景观,环境,0.621,风景很不错的地方之一环境很不错的地方,0.999547,0.000452958,0.998993,2
环境和景观,环境,0.621,环境很不错,0.996991,0.00300863,0.993314,2
性价比,代表性,0.577,这个夫子庙是南京市最有代表性的地方,0.991632,0.00836795,0.981405,2
性价比,性价比,1.0,性价比还行,0.999468,0.000532073,0.998818,2
性价比,趣味性,0.726,景色宜人趣味性强性价比高值得一去游览,0.999692,0.000307955,0.999316,2
性价比,性价比,1.0,景色宜人趣味性强性价比高值得一去游览,0.999692,0.000307955,0.999316,2
文化和历史价值,历史,0.647,历史文化底蕴f深厚,0.996148,0.00385156,0.991441,2
环境和景观,文化底蕴,0.619,历史文化底蕴f深厚,0.996148,0.00385156,0.991441,2
性价比,性价比,1.0,性价比,0.998039,0.00196075,0.995643,2
文化和历史价值,历史,0.647,南京市中心秦淮河旁的历史文化旅游区,0.991257,0.00874278,0.980572,2
环境和景观,夜景,0.619,夜景更加丰富多彩,0.998512,0.00148759,0.996694,2
环境和景观,环境,0.621,环境干净整洁,0.996587,0.00341336,0.992415,2
环境和景观,夜景,0.619,夜景还不错,0.973435,0.0265653,0.940966,2
文化和历史价值,商业,0.556,但商业氛围满满,0.914333,0.0856673,0.809628,2
环境和景观,文物古迹,0.611,串联起众多全国重点文物保护单位和文物古迹,0.99155,0.0084496,0.981223,2
环境和景观,文物古迹,0.611,串联起众多全国重点文物保护单位和文物古迹,0.99155,0.0084496,0.981223,2
性价比,性价比,1.0,性价比,0.998039,0.00196075,0.995643,2
环境和景观,环境,0.621,环境不错啊,0.990525,0.00947473,0.978945,2
性价比,玩,0.633,可以一起去玩的呀,0.999541,0.000459005,0.99898,2
性价比,玩,0.633,很好玩的地方哦,0.999943,5.68144e-05,0.999874,2
性价比,玩,0.633,我们一起去玩啊啊,0.995569,0.00443151,0.990152,2
性价比,游玩,0.614,非常值得花时间去游玩的旅游景区呢,0.999944,5.64286e-05,0.999875,2
环境和景观,环境优美,0.622,环境优美自然风景名胜古迹,0.997005,0.00299495,0.993345,2
环境和景观,名胜古迹,0.614,环境优美自然风景名胜古迹,0.997005,0.00299495,0.993345,2
性价比,几分,0.633,有几分古韵,0.991589,0.00841063,0.98131,2
文化和历史价值,商业,0.556,但现代商业氛围太浓了,0.109711,0.890289,0.756199,0
性价比,趣味性,0.726,趣味性强,0.998274,0.001726,0.996164,2
性价比,性价比,1.0,性价比超高,0.999914,8.5547e-05,0.99981,2
环境和景观,夜景,0.619,夜景更美,0.999501,0.000499212,0.998891,2
性价比,游玩,0.614,坐船游玩,0.990729,0.00927081,0.979398,2
环境和景观,夜景,0.619,这份夜景,0.99158,0.00841946,0.98129,2
文化和历史价值,历史,0.647,留下太多的历史记忆,0.997567,0.00243314,0.994593,2
性价比,半价,0.638,贡院有半价门票,0.978671,0.0213288,0.952603,2
性价比,便宜,0.689,市面上的卤菜店便宜多了,0.851651,0.148349,0.670336,2
环境和景观,名胜古迹,0.614,名胜古迹,0.996024,0.00397567,0.991165,2
环境和景观,夜景,0.619,特别是游船欣赏夜景,0.998803,0.00119727,0.997339,2
性价比,玩,0.633,晚上坐游船玩景色很美,0.999211,0.000788537,0.998248,2
环境和景观,环境,0.621,环境挺好,0.984613,0.0153865,0.965808,2
环境和景观,夜景,0.619,夜景很美,0.999893,0.000106615,0.999763,2
环境和景观,夜景,0.619,夜景很美,0.999893,0.000106615,0.999763,2
文化和历史价值,历史,0.647,历史文化沉淀的产物,0.995842,0.0041584,0.990759,2
性价比,感受到,0.6,还能感受到作为历代朝都的繁华盛景,0.997533,0.00246668,0.994518,2
环境和景观,夜景,0.619,夜景也是很独特,0.999633,0.000366919,0.999185,2
环境和景观,环境,0.621,环境好交通便利,0.998195,0.00180505,0.995989,2
设施和服务,热情周到,0.63,工作人员热情周到值得大家去游玩,0.999335,0.000665371,0.998521,2
性价比,游玩,0.614,工作人员热情周到值得大家去游玩,0.999335,0.000665371,0.998521,2
环境和景观,夜景,0.619,可以说夜景非常漂亮,0.999929,7.061e-05,0.999843,2
性价比,玩,0.633,可以去玩的地方很多,0.992243,0.00775687,0.982762,2
性价比,玩,0.633,晚上来这里游玩比较有意思,0.991135,0.00886457,0.980301,2
性价比,游玩,0.614,晚上来这里游玩比较有意思,0.991135,0.00886457,0.980301,2
性价比,性价比,1.0,性价比,0.998039,0.00196075,0.995643,2
性价比,性价比,1.0,性价比,0.998039,0.00196075,0.995643,2
性价比,性价比,1.0,性价比,0.998039,0.00196075,0.995643,2
性价比,性价比,1.0,性价比,0.998039,0.00196075,0.995643,2
性价比,游玩,0.614,游玩很开心,0.999879,0.000120784,0.999732,2
文化和历史价值,历史,0.647,听着讲解仿佛看到了历史的车轮,0.998304,0.00169554,0.996232,2
环境和景观,文物古迹,0.611,串联起众多全国重点文物保护单位和文物古迹,0.99155,0.0084496,0.981223,2
环境和景观,文物古迹,0.611,串联起众多全国重点文物保护单位和文物古迹,0.99155,0.00844961,0.981223,2
环境和景观,人文景观,0.612,主要是由规模宏大的夫子庙古建筑群以及周边的乌衣巷等人文景观与秦淮河一起组成的观光带,0.996187,0.00381289,0.991527,2
性价比,价值,0.748,具有很好的观赏和研究价值,0.999002,0.000997686,0.997783,2
环境和景观,景观,0.615,主要是由规模宏大的夫子庙古建筑群以及周边的乌衣巷等人文景观与秦淮河一起组成的观光带,0.996187,0.00381289,0.991527,2
环境和景观,景观,0.615,"

夫子庙秦淮河观光带历来是古都南京的特色景观区",0.973247,0.0267529,0.940549,2
环境和景观,地标,0.618,南京夫子庙新地标,0.982371,0.0176286,0.960825,2
文化和历史价值,出品,0.562,"
歪瓜出品",0.818416,0.181584,0.59648,2
设施和服务,商品,0.89,虚拟偶像和各种创意商品,0.95794,0.0420596,0.906534,2
性价比,公仔,0.623,公仔都超可爱,0.999904,9.59331e-05,0.999787,2
环境和景观,环境,0.621,口味好环境好服务好,0.999618,0.000382013,0.999151,2
设施和服务,服务,0.622,口味好环境好服务好,0.999618,0.000382011,0.999151,2
环境和景观,地标,0.618,南京的地标景区,0.987342,0.0126582,0.971871,2
性价比,游玩,0.614,来游玩的男人老少朋友都爱来看一看逛一逛,0.999674,0.000325569,0.999277,2
