用户名,时间,内容,星级,点赞,,,
在枫叶谷跳跃的豆芽,2023-07-2614:29,还可以吧，绿树成荫的，其它的没啥感觉。,3.5,0, , , 
曜,2023-07-2613:43,不建议买票，在晚上6点左右的时候就免费开门了，里面玩的真的不多，里面的鹿院真的无聊，对你爱搭不理的,2.5,0, , , 
匿名用户,2023-07-2613:04," 有点失望的，一个景区空空荡荡的，不过感觉这块要是能扎个天幕搭个帐篷，在这露营还挺舒服的，就是如果纯步行走路的话，真的太累人了，如果带着老年人和小孩就不建议来这块儿了太太太太太累了，而且里面什么东西都没有啊。   		   ",2.5,0, , , 
匿名用户,2023-07-2612:56," 大热天的真的就别来这儿逛了，想逛公园，家门口的公园也挺香的，这里面就是一个大公园，里面什么都没有，还巨大就走了路，还巨热也可以坐个小车，30块钱无限次坐。但是你都来了，不逛一逛逛，坐车了来，这意义也就不大了。   		   ",3,0, , , 
半糖无罪,2023-07-2612:03," 春天三月份去滴 正好是赏梅花的时候 漫山遍野的梅花，红的，粉的，白的 种类的很丰富，很多穿着汉服的小姐姐在拍照打卡 还有中国地理杂志的打卡点 梅花山不算太大，但是还是需要按顺序赏花 可以少走很多回头路 有一个博爱阁也是适合观赏滴。   		   ",4.5,0, , , 
太阳敏,2023-07-2520:18,还行吧，周一去的，没有开馆，环境很不错哦,3.5,0, , , 
iovoi砸砸,2023-07-2515:32," 景区很大，带娃来慢慢走要差不多两三小时才能走完，还觉得脚超级酸。但是登上城楼远眺的感觉可真不错啊。是按照攻略上说的，从五号门进，按以前百官祭祀？的线路走完全程的，石象路上的雕像是挺威严的，总体体验感不错，但此等历史建筑，小孩子去兴致不高。   		   ",4.5,0, , , 
雪舞涟漪,2023-07-2514:15," 朋友约了去梅花山。所以就顺便去了一下明孝陵，好久好久没来这里了，上一次来还是好多年前，总体而言，跟以前变化并不大。里面有一个小小的城楼，大家可以登上去看看四周的风景。站在城楼上的时候，就想到几百年前的古人。是不是也曾经站在同样的位置，那一刻感觉时空穿梭了。   		   ",4,0, , , 
22lucy,2023-07-2508:23," 门票要70元的，爬到顶要参观内部VR还要60元，这感觉无性价比，除了爬爬，没有特别值得停下细品的景色！进口有个明孝陵博物馆可看，需要预约！主要大热天可以吹空调，还能看到小朋友录屏完成暑期作业！介绍历史？   		   ",3.5,0, , , 
磊子007007007,2023-07-2420:09," 特别期待的一战，感受了一下，亲眼目睹了明孝陵的壮观，幽静美丽，还有他说，体现了古代封建王朝的统治奢华与壮阔。特别的一点是历史名人们都选择了紫金山里面不仅有朱元璋的墓，还有孙权的墓，我觉得是值得一行的，而且最好钱出行前查一查攻略，了解一下历史背景，比如说那些守门的神兽的来历，比如说瓮中路为什么叫瓮中，这些都可以自己先去科普了解一下，也是对中国文化的传承的理解。   		   ",5,1, , , 
ichigobabe,2023-07-2413:24,很好逛就是太费脚，真的太大了，逛的脚疼，但一路上能逛的真的很多，值得一逛,5,0, , , 
郡王殿下,2023-07-2409:22,埋葬朱元璋的地方，清朝给朱元璋的评价叫做治隆唐宋,5,0, , , 
里,2023-07-2401:06,园区很大，和中山陵放在一起足够溜达一天,5,0, , , 
匿名用户,2023-07-2319:32," 一天去了中山陵明孝陵一整天下来走了好几万步回来腿都要废了风景很好就是比较累 建议一天不要逛太多的地方选择两到三个最好，可以租个电动车骑上去更好这一天下来也不会太累徒步的话实在是累到不行回来脚都肿的又热人又多   		   ",3.5,0, , , 
另色珊瑚,2023-07-2315:43,明孝陵总体面积很大，体力好的话逛完要一天。,4.5,0, , , 
匿名用户,2023-07-2315:33," 天气热难得走就进景区坐了30元一人的小电瓶车，路上有讲解，但没想到神道那么短还没反应过来就到了，感觉这30元花的有点大怨种。但就皇陵建筑本身还是非常值得一看的，尤其是朱元璋与马皇后及皇太子朱标的过往故事，让人很是感慨！   		   ",4,0, , , 
re_take,2023-07-2314:49,年卡可以去的地方，每次逛心境都不一样。值得推荐！,5,0, , , 
.,2023-07-2314:48,很有历史底蕴，人超多，夏天很热，门口有卖老冰棍和冰水，大家可以做好攻略过来,4,0, , , 
凡仔今天吃什么,2023-07-2307:22," 明孝陵真的好大，还好来之前做过攻略，不然在里面要走好多冤枉路哦！网上看网友分享了很多不同的路线，我选择了一条适合我们当天行程的路线，抄作业真快乐哈哈哈??  据说早上6点半之前和晚上6点半以后是免费进入的，所以当天早上起了个大早，打了个车过来先拍了一下凌晨的梧桐大道，可惜天气不太好，拍出来比较暗淡。  “一句梧桐美，种满南京城”太好看啦！这要是天气再好一点，真的绝美啊！司机师傅人很好，还特意降速下来让我拍  本来打算是三号门进，五号门出的，但是因为我想拍清晨的梧桐大道，所以只能多走点冤枉路了，拍完后紧赶慢赶到五号门，赶在6点半之前进去了。  陵园外面还有个明孝陵博物馆，但是太早了还没开门，所以就没能看成，好像是9点开门来着。我太喜欢这个景区了，好适合锻炼身体、呼吸新鲜空气，不禁再次感叹道：南京人民真是太幸福了！   		   ",4.5,3, , , 
偶系餅干干,2023-07-2301:12,生态很棒！里面的蝉鸣声是夏天特有的白噪音吧，听着蝉声在观光车上有点惬意,4,2, , , 
匿名用户,2023-07-2222:48," 朱元璋和马皇后葬在这里，正宗帝陵 去到地宫的神道有点特色，听说也是网红打卡地 门票70，略不值 没想到地宫并不能进入参观 所以只是像在公园散步 爬上牌坊，也看不到什么 都被书挡住了 来都来了，打个卡走吧 可能有个讲解会好一点   		   ",3.5,0, , , 
在华山放风筝的土豆片,2023-07-2221:38," 这个地方还是有必要逛一下的，尤其是带着孩子亲子游，里面的空间非常的大，空气非常新鲜，而且有非常漂亮的景色，是周末遛娃的好去处，尤其是在梅花盛开的时候，那景不要提有多漂亮了。哪哪都是人，哪哪都是花，花香人香景更香，非常推荐，大家都去玩吧，绝对不会让你失望的   		   ",5,0, , , 
能量代谢,"2023-07-22
??更新于2023-07-2321:04"," 来明孝陵撸猫吧。主子们在这片舒适的陵园生活的很富裕，没有一只躲人的喵，只是趴在那儿看过往的两脚兽走来走去。 我来得晚，出来才发现过了晚上六点半免票，我再晚四十分钟进来就能省下70大洋。 整个陵园设计的很辉煌，大气。里面细逛一逛半天没问题。古树草坪都让人肃穆，步入神道，体会到有权有势的古人也是追求长生不老。***。 孝陵并不对外开放，看不到墓穴，只有墓穴上的宝顶宫殿登上去看一看。   		   ",5,21, , , 
hellenshen163,2023-07-2217:39,值得来，但门票70元跟看到的不值,3,0, , , 
匿名用户,2023-07-2216:44,风景很好很漂亮，很喜欢，infp应该会很喜欢，很接近大自然,4.5,0, , , 
喜樂,2023-07-2215:05,夏天来南京怎么能不来明孝陵非常美拍照也很出片下次还来,5,3, , , 
Nimoo牛,2023-07-2214:21," 挺好的一个景区被顶上的VR地宫毁了。其实就是隔了一块地方，做了一段简陋的带定位的视频。全程10分钟，80元体验超差。买票时候都哄你等30分钟，结果等一小时人家说你自己愿意的。带眼镜前工作人员给你强调出问题原地呼唤，结果喊了10分钟，墙锤的雷响也没有人理你。我们全家用了三个设备，坏的有两个出问题后让重新玩一次，结果还是用那两个坏的设备，就是简单调试了下，然后又坏了。于是退票，又各种给你提电子产品提供了情绪价值，不情不愿的。  这半个月走过江浙沪，南京最差评。   		   ",0.5,1, , , 
思思桃,2023-07-2214:09," 真的超级值得来的一个景区。里面超级大，风景很优美，因为山不高其实没有想象中中那么费腿，早点出发可以逛上半天以上。景区内植物很好看，到了石像神道和陵园景区更加叹为观止，毕竟是600年以上的古迹。明孝陵有对称的建筑学美，风水又很讲究，里面的一草一木一墙一柱，都充满了庄严，不枉费来南京一次。   		   ",5,0, , , 
ylaura,2023-07-2211:51,今年5月份来哒，喜欢历史的很适合来逛逛，我感觉就是来锻炼的，好长的路要走才能登上最后的城楼，不喜欢走路的就别来了,4.5,0, , , 
XIN.&#x2F;:rose,2023-07-2122:13," 带着宝宝，徒步完成了明孝陵，由于时间的关系没有前往中山陵了。 景点里面有观光车坐，一边坐车司机还是一边讲解，虽然不会很全面，但是依然可以了解相关历史了。 不过个人建议，如果体力够，还是可以请一个讲解，一起丈量历史，这样才能很好的感受   		   ",4.5,0, , , 
完美的一天,2023-07-2119:39," 明孝陵山水环绕、草木葱郁，处于山清水秀的环境当中，周围的山势跌宕起伏，明文化与自然景观浑然天成。 明孝陵规模宏大、建筑雄伟，主体建筑和石刻有方城、明楼、宝顶，包括大金门、石像路石刻等，都是明代建筑遗存。   		   ",4,0, , , 
黑se白se,2023-07-2113:18,"南京来过好多次，之前孩子小，所以没有选择钟山风景区。
今年特意安排一个周末带孩子来深度游南京，用一天的时间刷遍钟山风景区，孩子也了解了一些历史知识，爬上了灵古塔看到了美丽的景色。",5,0, , , 
王凯源,2023-07-2110:38," 钟山风景区真的很大一座，逛个三天三夜估计也走不完。 大概路线是：明孝陵-中山陵-音乐台-美龄宫。早上9点进园子的，晚上6点出来，也只是草草逛了一圈。 明孝陵，门票??65元，朱元璋和马皇后的陵墓在这儿。地宫很狭长，进去的时候是一个很漫长又稍微有点坡度的大道，有几个门，挺潮湿的。虽然地宫最高也就两层，但站在上面能看到很远，古人选地真的讲究。 明孝陵出来有孙权墓，就一个小墓碑，据说孙权是给朱元璋守墓，但考古目前还未发现孙权墓具体位置。大象??神道旁边路口就是孙权纪念馆，可以蹭空调！ 孙权纪念馆出来是红楼馆，有曹雪芹像，还有满池子的白莲花，很出片！ 出来走个2公里左右就到了中山陵，门票??免费，但要提前预约。 中山陵外面有美食街，价格也还合理，矿泉水5块钱2瓶，一碗??粉大概30块钱。 中山陵有几百个台阶，中山先生的陵墓据说只有特殊日子开放，但登上台阶远眺的风景真不错。 出门左边中山先生纪念馆左边下去200m 就是音乐台，我们去的时候暴雨，鸽子也在外面淋雨，鸽子也不怕人，也可以和人一起打伞避雨。 出来走个1.几公里就到美龄宫了，大别野啊。地下一层是佣人秘书房，还有美龄书画展。地上三层半，钢琴、宴会桌、书房、卧室、餐厅，还有个小教堂。卧室两个是分开睡的，主卧是美龄的，很大。 美龄宫18点就闭馆了，沿着梧桐大道走20分钟就出去啦，可惜天色太晚，没能在梧桐大道上拍照。满街的梧桐，秋天应该很美。   		   ",4,1, , , 
