用户名,时间,内容,星级,点赞,,,
你的婧阿哥,2023-04-2315:48," 在钟山风景区里玩了三个景点： 【中山陵】?【明孝陵】?【音乐台】 中山陵是首当其冲必打卡的景点，也是最良心最值得的景点 主要是不需要门票，到景区门口处扫码预约入园就行，不需要提前约，当天到了扫码约都是可以进去的 虽然台阶不少，但边拍照边爬台阶边闲聊觉得时间也很快一会儿的功夫就爬上顶端了，作为中国近代伟大的民主革命先行者孙中山先生的陵寝我也有幸参观了，庄严肃穆大气不敢出，参观完走下台阶这样一个来回也没有觉得特别累 可能当时没有太大感觉，稍晚些觉得脚走的有点肿胀痒疼，累的后劲慢慢显现出来了 爬到顶端处往下看有种登高望远一览众山小的感觉，远处的树林若隐若现，被云雾缠绕住的感觉，站在高处看景就是美啊！ 站在最顶端往下拍能拍到下边景观全貌，拍照很出片，爬台阶即能锻炼身体又很减压，快乐呦??? 感觉中山陵不去，南京白来！值得打卡的景点????   		   ",5,3, , , 
Rebecca陈小语,"2023-04-23
??更新于2023-04-2411:09"," 南京的标志——中山陵。 游览领略中国现代历史和文化深厚底蕴，这里记录了中山一生的奋斗与血汗，有他手书的石碑，有藏经楼，有“三民主义”的全文碑刻。  整个景区庄严肃穆，路边两侧是郁郁葱葱的法国梧桐，景区一路要经过博爱牌坊，天下为公楼，中山先生无字牌楼，还有最高层的中山先生享堂。  步行台阶共有392级，象征着中国3亿9千200万人民。走过这段长长的阶梯，像是见证了当年艰苦奋斗的历程，每一步都是众多革命斗士的砥砺付出。   		   ",5,1, , , 
拾一吃吃吃,2023-04-2312:07," 来南京游玩，必打卡景点之一???  ???交通：  超级便利，地铁公交??都可以直达，自驾的话，附近也有停车场。  [服务铃]展览亮点:  「中山陵景区」实在时间不充裕的话，可以只参观这一个景点。  时间富裕的话，可以都参观，感受一下古代以及近代时期的伟大建筑，在再欣赏一下美景。  ??tips:  每个景点的区域都相隔不近的距离，想一天之内都打卡的话，建议买一张通票车，可以节省很多时间。  景区内有售卖食物的店铺，午餐可以就近安排。   		   ",4.5,0, , , 
张圆圆,2023-04-2310:31,明孝陵很值得去看看，中山陵的音乐台，小鸽子很漂亮可爱！,5,0, , , 
啊哒哒哒,2023-04-2309:47,算是南京最知名的景点了吧，走路走到腰酸背痛的那种，但是风景真的很赞,5,0, , , 
样妹,2023-04-2222:13," 是很大一个景区有很多小景区组成 景区只能做景区内大巴十块钱一个人 就开五六分钟！还不如打车！ 但是有些地方不能开， 因为时间不是很充足，就玩了音乐台和中山陵 鸽子大概十点不到去刚刚好看见了在飞 可以买鸽食不怕人。   		   ",4,0, , , 
昂贵的背影,2023-04-2221:32,"梧桐大道，美龄公馆，中山陵园，半天行程，紧打紧的，交通方便，做小火车可直接到停车场，或者半路站点下车直接去半路景点，美好的旅行
中山公园免门票，但要提前预约哦",4,1, , , 
顾某人劝你别自律啊_,2023-04-2221:01," 推荐理由：风景不错，全程索道上山，对于我们这种懒人来说简直是福音！！必须买索道，从白马公园进去往里走一段路程，大概是2公里，就会看到直接可以上山的索道了，山顶风景很美丽，基本可以俯瞰整个南京市区。 不足之处：景区附近交通很不方便，个人感觉，景区门口的出租车不打表，都要价很黑，这个体验感不太好，说实话。   		   ",4,0, , , 
CozyMoon,2023-04-2216:14," 我永远爱5A漂亮，风景好，空气新鲜，就是人是真的多呀233333 交通： 很方便，这里面的环山路看地图???都很直观了  特色体验： 有吃有喝有玩有住，齐活 tips： 来旅游的话安排时间得多点，不然根本玩不玩！非常好的体验，亲近自然的感觉真的爽   		   ",5,2, , , 
tvxq2154,2023-04-2212:15,四月初到南京玩，第一天下午去了中山陵景区，人不是一般得多呀，好多商店都没开门，走进来感觉过于商业化，不过登上去景色很不错，伟人就是伟人，值得一去～,5,0, , , 
砸吧砸吧嘴呀666,"2023-04-22
??更新于2023-05-0109:40"," 风景区里除了明孝陵和中山陵，美龄宫外，还有一些人很少的景点，比如下马坊公园，南京十朝文化园，南京十朝文化博物馆等，避开人群的好去处。博物馆的介绍很详细，值得细细品味，整个风景区里标识清晰，很方便。100字   		   ",5,0, , , 
匿名用户,2023-04-2118:15," 作为南京本地人上一次来还是中学春秋游现在大了再来才发现不一样的美和对近代历史人物的瞻仰还是很推荐大家过来这里逛逛的这里不是游玩的景点所以没有什么娱乐类的项目哦玩乐型的就不推荐来这里啦。俯瞰南京感受历史还是推荐哒   		   ",5,0, , , 
这样念你,2023-04-2118:08," 总体来讲，还是非常不错的，就算是不看名胜古迹只看风景也可以，但是强烈建议大家尽量不要周末来，因为即便是工作日都有些人挤人了，更何况周末了，来到这边真的需要很好的体力，不然的话根本走不动，再或者你可以打一个观光小缆车。不过还是很推荐这里的，欢迎大家来玩。   		   ",4,3, , , 
爱菲菲真是太好了,2023-04-2117:25,观光车真的坑，买的套票，然后就用了两次，才五点就没有直达灵谷景区的车了，坑的很！！打景区电话，罗里吧嗦一堆话，就不给你退，南京坑太多了！,0.5,0, , , 
遠方,2023-04-2109:13," 中山陵来南京必打卡的景点 最好避开过节或者周末去，人太多了 如果有大包下面可以存起来，背上去会很累，去的时候特别热，中途可以拍照，到顶锋要爬三百多梯，不仅热还累，体力不好的，不建议来爬，孙中山先生山下还有孙中山纪念馆可以去浏览   		   ",4,15, , , 
匿名用户,2023-04-2105:15," ZhongshanScenicArea||1.Admission?? Amongthefivescenicspots,exceptfortheZhongshanMausoleum,whichisfree(reservationrequired),allotherattractionsrequiretickets,andyoucanbuypackagetickets??100,it'smorecost-effective. 2.Transportation ??UnderthealfalfagardenonLine2,exitfromExit1. Sightseeingbusesoutsidethescenicareainclude??50(unlimitednumberoftimes),alsoavailable??10(singletime),thelatterismorecost-effective!Buyit,oryou'llbreakyourleg.??SightseeingticketswithintheMingXiaolingScenicAreaneedtobepurchasedseparately. 3.Wearapairofeasytowalkandcomfortableshoes,otherwiseyourfeetwillbesoreallday. - ??Ourrouteandconsiderations: Accordingtotheguide,whenwewenttothemusicstationintheafternoon,thepigeonscouldn'tevengetupaftereatingtheirfill,sowedecidedtostartplayingfromZhongshanMausoleum.LingguTempleandotherattractionsarecompletelydifferent,soweputitinthemiddleandfinallyplaywithMingXiaolingMausoleumandMeilingPalacetogether. Theplanisverybeautiful,butafterplayingatthefivescenicspots,Ialmostdidn'tbreakmyleg, 1、??ZhongshanMausoleum(free,prebooked) Becauseitwasourfirstscenicspot,weresolutelyclimbedupandstoodatthehighestpointtooverlook.Theviewwasreallyamazing! 2、???♀?MusicStation It'sveryhottoqueueup.Whenweenterat11:30,peoplearealreadychasingandfeedingthepigeons.However,whenwewerethere,wealsosawthreeorfourpicturesofpigeonsflyingaroundthemusicstage,whichwasreallyhealing. ??Remembertoholdthecameraupatalltimeswhentakingphotos!Otherwise,it'seasytomiss. Behindthemusicstageisthepigeoncoopforpigeons.Ifyouwanttotakeaphotowithpigeons,youcangothereandtakephotos.Therearefewerpeopleandmorepigeons,whichisverynice. 3、???♀?LiuhuiPavilion(Unplannedattraction,beautiful!) OnthewayfromthemusicstationtoLingguTemple,Iencounteredthisbeautifulplace!Alargeexpanseofgreenspace,talltrees,romanticpurpleFebruaryorchids,waterpavilionsreflectedinthebluelake,andagreenpavilion,reallybeautiful! 4、???♀?LingguTemple LingguTempleclosesat16:00,withfewerpeoplecomparedtootherattractions.Thecombinationofredwallsandgreenleavesisreallybeautiful.OnthewaytoLingguTemple,Isawatoweringtree,whichIreallylike.AfterabriefstrollatLingguTemple,theLingguTowerwasnotclimbedduetotime. 5、??MingXiaolingMausoleum MingXiaolingisreallybiggerthanimagined!Ifeltlikewehadtoplayforatleast2-3hours,butitwasalready3:30whenweenteredthescenicarea,sowegaveuponLuyuan.StrollingthemausoleumandShinto 6、???♀?MeilingPalace AfterpassingSifangCity,wewenttotheoverpass(theoverpasscanseewutongAvenue,whichshouldbebeautifulinMayandJune,butnowitisbare),andfinallyarrivedatthelastscenicspot,theMeilingPalace. Wedidn'texpectthattheMeilingPalacewouldalsohavetoqueueup.Ittookabouttenminutes,andwehadabrieftourtofinish.   		   ",4.5,1, , , 
匿名用户,2023-04-2021:12,可以去看看，景点来回路程比较远，做好走路的准备。,3.5,0, , , 
Lucky体验官,2023-04-2020:29," 交通： 钟山风景区里面有中山陵，明孝陵，紫金山天文台，灵谷寺……可多了，里面的交通10元/人 特色体验： 中山陵作为南京的标志，博爱牌坊必打卡，天下为公楼，中山先生无字碑楼，最上面的中山先生享堂 推荐理由： 1.香炉：中山大学全体师生捐赠的，这是中山陵的第一个景点，可以看看 2.博爱坊：第一个牌坊，上面有孙中山先生一生的追求，博爱，也是作为一个南京的标志，这里还有一个小故事，左边的第二根柱子在搬运期间被摔断了，当时工期紧，又无法从外地重新运过来，所以柱子是拼接上的，现在细心看还是有痕迹的 3.天下为公楼：从博爱坊进入走一段向上的路程就到了这里，这里有孙中山先生亲笔所写的天下为公四个大字，先生一生践行，一生追求 4.孙中山先生碑：这里有孙中山先生被国民党立的一块碑，由于当时写的墓志铭都没有写的很好，所以后面是一块无字碑，供后人评说，前面书写中国国民党葬总理孙中山于此几个大字，周边有孙中山日本友人赠送的几棵松树围绕 5.大缸：享堂下面平台有两口大缸和狮子???，大缸上左边缸上有两个弹洞，也是有故事的，说是日本侵占南京，打了两发炮弹在这个大缸上，全南京沦陷，唯独中山陵没有被破坏，因为先生留学日本，被日本人所尊重，所以没有被破坏 6.享堂：走完全部392级台阶和五大平台，就到了享堂门口，392代表当时全中国3亿9千万同胞，五大平台代表孙中山倡导的五权分立思想，从上面往下看只见平台不见台阶，从下面往上看，只见台阶不见平台，从右边慢慢走进孙中山享堂，现在已经看不到先生的遗体，只能看到一尊汉白玉雕塑，四周有孙中山联名的宣言，感受一代伟人的一生，为追求人民的自由民主而奋斗的一生，享堂上面写有民生，民权，民族三民主义思想！ tips： 1.不建议开车到中山陵停车场，收费太贵，节假日60元/小时，平时也要30元/小时，可以把车停在明孝陵博物馆停车场或者梅花谷停车场 2.一定要提前预约中山陵的门票   		   ",5,4, , , 
