用户名,时间,内容,星级,点赞,,,
南瓜灼芒果干,2023-09-0117:41," 建议直接打车过来还是很方便的人很多整个展馆超级大穿越了几千年的文化历史各种展物精美绝伦可以租一个讲解器十分详细打卡墙和按章的位置很多人排队走马观花的看都要两三个小时细细品味能逛一天的地方感叹古人匠心独运   		   ",5,0, , , 
麻辣男孩,2023-09-0116:04,场馆标识清晰，冰箱贴很美，南京特产+1,4,15, , , 
Joker,2023-09-0115:28," 六朝古都的南京充满了故事感。 门票要提前7天公众号预约～非常火一定要提前买。否则参观不了会有遗憾的。民国馆是最火的，很多人来参观打卡，艺术馆我也是比较喜欢的玲琅满目的宝贝让人看的眼花缭乱的。都想要！！！还有非遗展区也是进去了挪不开眼睛??。   		   ",4.5,0, , , 
糖醋鱼鱼,2023-09-0114:16," 讲真特别值得二刷三刷！馆藏特别丰富有古代的近代的有中国的也有外国的，各个时期你想看的都有。 预约：公众号抢每天9点开始更新当天票源，最好提前几天预约上午的。 关于票：当天票可以进出2次，一早去中午出来吃个饭下午还能进馆接着看。如果是当天抢票很有可能是下午的15点后的了，17点闭馆2小时看不了什么的。 环境：暑期人太多了看点热门的展品都要排三五层人人声鼎沸加上各种讲解带团的体验确实不太好。 注意：是博物院院院！不是博物馆第一天去跑到博物馆了浪费了一次预约！ 休息：好在开辟了休息区，累了就歇着。 购物：文创特别值得去看看选购。   		   ",4.5,0, , , 
神气兔纸,2023-09-0113:47," 排队半小时终于进了博物院的地下停车场，要提前走中山东路辅路排队等候噢，走主路是拐不进来的。停车场1块钱15分钟，收费合理。 公众号提前预约门票，当天9点也会放出一些当日票。 空调温度要是能更低点就好，人安静更能耐心看展品。 希望有更多趣味互动性的展览设计。 周边纪念品很多设计制作得很精良，推荐购买！ 相信等暑假结束人少点观展体验会更好。下次再来。   		   ",4.5,0, , , 
匿名用户,2023-09-0113:38," 需要预约，不然不能进去哦 场地超级大，去的时候民国馆关着，非遗馆也没看到，有名的冰箱贴售罄了，可惜没买到！就买了特展馆的草莓小偷，也很好看～ 镇院之宝就小金兽坐镇，小粉罐子出差去了，没看到啊！ 南京博物院的陶俑表情都好丰富啊哈哈哈哈，感觉古人的脑洞也好大，还是很有意思的。   		   ",5,0, , , 
虫虫爱吃炸鸡,2023-09-0112:53," 展馆真的很大藏品也很多。门票需要提前一周预约，要不然根本约不到。即使限制观看人数还是很多人，历史馆基本上看不到什么，玻璃罩前面全是人头。而且为什么只有顶楼有咖啡厅，每层连个自动售货机都没有，渴的喉咙着火。博物院商店门口盖章也大排长龙，太可怕了。   		   ",3.5,0, , , 
dpuser_2743118710,2023-09-0112:34,"交通便利出地铁口走一会就到了
需要提前预约别忘了预约就行
节假日人有点多喜欢清静的注意避开节假日
挺值得去的",5,0, , , 
要去亚马孙,2023-09-0111:47," 交通：地铁??大概要走路800米左右，但最方便。打车??可以直接停门口，也很方便。 自己??开车要去找停车场，就最不推荐了。  展览亮点：都说来南京不来博物院（不是馆）就跟没来一样，据说主要原因是这个博物馆的展品百分之八九十都是真品，赝品少，所以值得来一趟。  tips：一俩个小时我觉得是多数人的时长，如果你想细细了解那就自行决定。  门口接待处可以自助免费寄存行李，5点前取走即可。 预约门票需要提前7天抢，抢不到就抢当天名额，早上9-10点抢上的概率大，下午4点左右人走的差不多了也有希望。   		   ",5,0, , , 
胖大师,2023-09-0111:13," 疫情前去了趟人老多的冬天又闷又热感觉没逛尽兴章也没盖全计划着暑假再去趟没想到那么难约吊着暑假的尾巴好不容易约上了买了火车票定了附近的酒店候着九点一开门兴冲冲地就进去了计划着先趁人少章盖了然后慢慢逛定了晚上的火车可以逛一整天 直奔文创店买了本厚厚的本子看盖章还没排队我们挺开心的但是这是啥鬼长长的一条桌子就俩章接下来走遍整个博物院好嘛只有三个文创店有章每家两个这六个还是上次盖过的连院章都没了工作人员说在维修那其他几十个也都坏啦 民国馆非遗馆都关着不知有啥急事要在暑假旺季关 原本准备待一天的结果看了特展其他之前看过的部分草草走了一圈中午就出来了出来的时候盖章处排队的人啊庆幸来得早要这时候排半天只盖了俩章不知啥感觉 不管有没盖到章吧还是要早点去十一点开始人流量就厉害了展品前起码两层休息凳上都是人还有躺着的小孩乱叫声女厕所排到门口没有啥好的参观体验了寒暑假慎去   		   ",2.5,0, , , 
【已注销用户】,2023-09-0110:46," ????门票是免费的，但需要提前在微信小程序上预约??直接刷身份证进场 ?提前预约（在公众号“南京博物院”预约），每天限量5000人（上午2500人，下午2500人）。上午的门票必须在当日13:00前进馆，下午的票必须在当日16:00进馆。若线上约满，现场将无预约名额。有历史馆、特展馆2个入口。 ????这里要注意南京博物院每周一闭馆是不开放的，不要瞎跑一趟 ??下午5??点闭馆。去的时候得4??点多了，所以就没有租导览??所以没怎么逛（建议去的时候租个智能导览） ?馆里有免费饮水，文渊广场与清香阁有东西吃。（上次去找了一圈都没有看到哪里有卖水的）???? ????听说民国馆也是很适合拍照的，上次去都没有看到，有机会一定要过去再看一看 ????#南京博物院一个让历史静悄悄却也在诉说故事的地方   		   ",5,0, , , 
樱桃的小屋,2023-09-0110:36," 南京博物院，在中山东路321号，提前做了功课，这里有免费的讲解，还可以租讲解器，讲解的非常仔细，大概两个多小时，收获很多，展品也是非常震撼，因为下午还要去总统府，就呆了半天就离开了，如果时间充裕的话，可以在这里参观一整天。   		   ",5,0, , , 
四时兮,2023-08-3120:14,心水最近网上很火的冰箱贴，特地跑一趟，逛了几个文创馆都没有，太难蹲啦。于是逛完几个展馆就溜了，但不得不说几件老物件还是挺美的。,4.5,0, , , 
匿名用户,2023-08-3118:54," 南京博物院之前很难预约，最近应该是快开学了，馆内人少了很多，民国馆只是一个还原民国街景的地方，并没有什么展品。比较推荐去特展馆和历史馆，尤其是历史馆，讲述了南京从古至今的历史，有很多文物可以参观，非常值得   		   ",4,0, , , 
莉莉,2023-08-3117:32," 暑期的南京博物院确实是人山人海，而且预约票也着实难抢。但是错峰出行，中午12点多进馆，完全不需要排队。 南博整个分成六大馆，是一座大型综合类博物馆，拥有很深厚的历史底蕴和鲜明特色。大半天的时间其实只是走马观花似的看看，真的需要一个相对安静的时间选择自己喜欢的场馆慢慢观看、了解。   		   ",5,0, , , 
机智美丽嘎嘎龙,2023-08-3115:53,人太多了，配套设施没弄好，太混乱了。,0.5,0, , , 
知善清新的小袁,2023-08-3114:47," 南京博物院，每年都会去1~2次，路也很好找，做二号线到明故宫下就行了，走路也就5-10min，每次去都好多人，里面的展出的内容也十分丰富，远古遗迹，近代文明，到民国风云，科技发展，非物质文化遗产等等，极大的丰富了大家对南京这个古老而又文明城市的认识！！！非常推荐本地和外地的朋友来参观   		   ",5,0, , , 
旻以食为天,2023-08-3114:45," 提前在公众号抢票，一分钟之内当天的票全没了，还好抢到了两张。 中午来到南京，约的博物院是下午，从地铁站走过去大概十分钟。 门口有很多小吃卖的，进去刷身份证入场，有很多馆，历史馆，现代馆，文化馆，艺术馆，特展馆；人非常非常非常多，特别是史学馆，吵的我看不下去，博物馆还得是早上来才好，逛了差不多1.5h就出去了，临走前买了个纪念品。   		   ",3,0, , , 
公元前,2023-08-3112:34," ???英伦风刮到南京城，看展当天展馆里人头攒动。 ???稍有常识的人都知道，工业美术与生活结合相当不容易，毕竟有美的基础产品价格就低不了。 ??从这一点上讲，工业美术家兼实业家的威廉·莫里斯是成功者????   		   ",5,0, , , 
180高小海盗船长.,2023-08-3110:56," 南京博物院一定要预约??真的太震撼了 这是中国三大博物馆之一，非常值得期待，一院6馆由历史馆，艺术馆，特展馆，数字，民国，非遗。个人推荐（历史，民国）非常出片好拍照，被誉为招财宝宝的黄金XX（小动物）在特展馆，民国馆深度还原老南京的街道民国风建筑真的很漂亮   		   ",5,0, , , 
青空.,2023-08-3110:19," 星期天,我们参观了南京博物院,在馆内丰富的藏品让我们大开眼界的同时,我们也深切感受到了文物工作者在文化保护一线的辛勤工作。此次参观最令我难忘的是玉器馆、陶艺馆、瓷器馆和云锦馆。玉器馆展出了总共六百余件精美玉器,有玉饰,也有宫廷传世的奢华玉件。“上古玉器,琮璧成套,斧钺驰骋;中古玉器,变化中求统一,推陈出新;近代玉器,发扬传统,与世界文化融合”可以说概括了中国丰富多彩的玉文化。陶器馆展出了从新石器时代到明代的近一百件陶器珍品,馆中的陶器既有平常百姓的生活用具,又有唐三彩这样的艺术品。可以说中国古代陶艺既是一部社会生活史,又是一部艺术史。?瓷器馆展出了近六百件精选展品,青花瓷、五彩瓷、珐琅彩等展品品种丰富,琳琅满目,让人流连忘返。当然,此次参观我们了解到的不仅是令人惊叹的古代文物,还有那些为文物保护传承作出贡献的工作人员和志愿者。在入口的宣传单上,我看到了南京博物院自行研制的文物保护设备:丝网一体机——为脆弱、残破的纸质文物进行加固;减压渗透加固仪——在真空室处理文物;整本图书脱酸设备等。这些精密的仪器都是奋战在文物保护一线的科研人员智慧与心血的结晶。在保护文物的实践中,江苏省创造性地打造了文物流动医院,由南京博物院对珍贵的文物实施预防性保护和抢救性保护。文物流动医院在户外对大型石刻、建筑彩绘、大遗址等进行测绘并为保护规划设计,在小件文物方面,对陶瓷、青铜、木器纸张、纺织品等进行应急保护处理,还为多家博物馆进行了义务“巡诊”。这体现了文物工作者日复一日年复一年的敬业与努力。?   		   ",5,0, , , 
